lesson_id,module_id,num,title,subtitle,image
95,5,15,Bluff Catcher & Pot Odds : décider river quand la logique est plus importante que la main,"Appeler un gros bet avec une main medium — est-ce rentable ? Le concept de bluff catcher combiné aux pot odds permet de décider si ton call est justifié ou non, indépendamment de ton instinct.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M5-L15.webp
96,5,16,ICMIZER & calculs automatiques : apprendre à utiliser les outils qui révèlent la vérité mathématique,Les outils en ligne permettent de valider tes décisions ICM a posteriori. Comment utiliser ICMIZER et les calculateurs automatiques pour analyser tes spots de tournoi et affiner ton jugement.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M5-L16.webp
97,5,17,Erreurs mathématiques courantes : comprendre ce qui ruine l’EV sans qu’on s’en rende compte,"Surestimer ses outs, ignorer l'ICM, confondre EV et fréquence — les erreurs mathématiques les plus répandues et leurs conséquences concrètes sur ton EV. Identifie et corrige tes angles morts.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M5-L17.webp
98,5,18,Quiz Équité & ICM : apprendre en décortiquant des situations réelles,"Des situations concrètes à chiffrer : calcule l'équité, l'EV d'un call ou la décision ICM optimale. Un test pour mesurer ce que tu as vraiment intégré des maths du poker.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M5-L18.webp
99,5,19,Application aux PKO,"Dans les PKO, l'équité adverse intègre la prime. Comment recalculer l'EV d'une main quand une bounty est en jeu — les ajustements mathématiques spécifiques aux formats Progressive Knockout.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M5-L19.webp
100,5,20,Bilan module 5,"Les maths du poker n'ont plus de secrets pour toi. Reviens sur les concepts clés, mesure ta progression et prépare-toi à appliquer ces outils dans le grind online du module suivant.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M5-L20.webp
101,6,1,Setup technique,"Un setup optimisé, c'est moins de friction et plus de focus. Écran(s), lobby, raccourcis clavier, HUD — construis un environnement de jeu professionnel qui te permet de performer dès l'ouverture de session.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L01.webp
102,6,2,Gestion multi-tables,"Jouer plusieurs tables en parallèle démultiplie le volume mais exige une vraie rigueur. Comment gérer l'attention, prioriser les décisions urgentes et éviter que la multi-table dégrade la qualité de ton jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L02.webp
103,6,3,Sélection de tournois,"Tous les tournois ne méritent pas ton temps et ton buy-in. Comment sélectionner les formats, les horaires et les champs adaptés à ton style et à tes objectifs pour maximiser ton ROI.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L03.webp
104,6,4,Gestion du volume,"Le volume crée l'échantillon statistique qui révèle ton vrai niveau. Comment fixer des objectifs de sessions, suivre ton volume mensuel et tenir dans la durée sans sacrifier la qualité.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L04.webp
105,6,5,Timing tells online,"En l'absence de tells physiques, le timing parle. Décisions instantanées, longues hésitations, time bank utilisée — comment lire le tempo de jeu adverse pour déduire la force de sa main.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L05.webp
106,6,6,Population tendencies,Les joueurs de chaque niveau et format ont des patterns collectifs. Comprendre les tendances de population te permet d'exploiter les erreurs fréquentes sans même avoir besoin de notes sur chaque adversaire.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L06.webp
107,6,7,HUD : stats clés,"Un HUD bien configuré est un avantage compétitif réel. Quelles stats afficher selon le format, comment les interpréter rapidement et comment construire un HUD utile sans te noyer dans les chiffres.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L07.webp
108,6,8,Prendre des notes efficaces,"Les bonnes notes se relisent et servent. Méthode pour noter les tendances adverses de façon concise, cohérente et exploitable — les habitudes qui transforment tes observations en edge durable.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L08.webp
109,6,9,Gestion de bankroll online,"Le grind online exige une gestion rigoureuse. Nombre de buy-ins requis selon les formats, règles de montée et descente de limites — protège ton capital pour survivre aux downswings inévitables.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L09.webp
110,6,10,PKO & bounty management,"Les PKO changent le calcul de chaque spot. Comment intégrer les primes dans tes décisions en temps réel, quand sur-appeler est justifié et comment éviter les pièges du chasseur de bounty.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L10.webp
111,6,11,Gestion de la bulle PKO,"La bulle d'un PKO est une zone de pression maximale. Comment naviguer entre protection de stack, chasse aux bounties et pression ICM — les arbitrages délicats qui font la différence autour de la bulle.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L11.webp
112,6,12,Heads-Up hyper turbo,"Le HU hyper turbo est un format à part entière avec ses propres mathématiques. Ranges poussées, adaptation rapide, gestion du momentum — les clés pour performer dans ce format ultra-compressé.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L12.webp
113,6,13,Analyse post-session,"La session se termine à la table, l'apprentissage commence après. Comment structurer une revue post-session efficace : spots marquants, décisions douteuses, patterns à corriger.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L13.webp
114,6,14,Suivi des stats personnelles,"Winrate, ROI, ITM, EV adjusted — quels chiffres suivre, avec quel outil et comment les interpréter sans sur-réagir aux fluctuations de court terme.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L14.webp
115,6,15,Tracker avancé,"Au-delà des stats de base : filtres par position, par stack depth, par profil adverse. Comment utiliser ton tracker comme un outil de diagnostic précis pour identifier les zones de fuite dans ton jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L15.webp
116,6,16,Erreurs de grind fréquentes,"Tilt de volume, mauvaise sélection, sessions trop longues, bankroll sous-dimensionnée — les erreurs qui plombent les grinders et comment les éviter avant qu'elles coûtent cher.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L16.webp
117,6,17,Organisation de session,"Une bonne session ne commence pas quand les tables s'ouvrent. Préparation mentale, durée planifiée, stop-loss défini — les rituels qui maximisent ta performance à chaque session.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L17.webp
118,6,18,Sécurité & fair-play online,"Fraude, collusion, multicompte, bots — les risques du poker online existent. Comment te protéger, reconnaître les comportements suspects et jouer dans un environnement sain.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L18.webp
119,6,19,Hygiène de grind,"Le grind sur le long terme use. Pauses régulières, alimentation, mouvement, gestion de l'écran — les habitudes physiques et mentales qui te permettent de tenir sans dégrader tes performances.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L19.webp
120,6,20,Bilan module 6,"Tu as les outils du grinder online. Reviens sur les points clés, évalue ta routine actuelle et prépare-toi à entrer dans les stratégies avancées et la théorie GTO du module suivant.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M6-L20.webp
121,7,1,Introduction à la GTO,GTO ne signifie pas jouer parfaitement — ça signifie jouer de façon non-exploitable. Introduction au concept d'équilibre de Nash appliqué au poker et pourquoi comprendre la GTO rend meilleur même quand on l'exploite.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L01.webp
122,7,2,GTO vs Exploitant,"Deux philosophies opposées, deux contextes différents. Quand adopter une stratégie équilibrée GTO et quand basculer vers l'exploitation pure — le bon arbitrage selon le niveau et le profil adverse.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L02.webp
123,7,3,Construction équilibrée du jeu,Un jeu équilibré mêle value et bluffs dans des proportions précises. Comment construire des ranges cohérentes qui rendent tes lignes imprévisibles et difficiles à contrer par les adversaires attentifs.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L03.webp
124,7,4,Lecture de ranges avancée,"Mettre un adversaire sur une range précise à chaque street en intégrant position, sizing et historique. L'art de réduire la range adverse avec précision pour prendre les meilleures décisions en fin de main.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L04.webp
125,7,5,3-bet / 4-bet : fréquences et optimisations,"L'équilibre des fréquences de relance est au cœur de la GTO. Comment calibrer tes ranges de 3-bet et 4-bet pour être ni trop tight ni trop wide, et rendre tes relances impossibles à exploiter.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L05.webp
126,7,6,Overbet / petit sizing,"Des sizings extrêmes pour des effets stratégiques précis. L'overbet pour polariser et maximiser la pression, le petit sizing pour induire des erreurs — les mécaniques derrière ces outils avancés.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L06.webp
127,7,7,Range de check,"Checker n'est pas abandonner. Une range de check bien construite inclut des mains fortes, des bluffs et des mains marginales — comment équilibrer ses checks pour ne pas être exploité par les adversaires attentifs.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L07.webp
128,7,8,Exploit vs population,"La GTO est un point de départ, pas une destination. Comment identifier les tendances exploitables d'une population et déviation de façon ciblée pour maximiser ton EV contre des adversaires imparfaits.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L08.webp
129,7,9,Balancing turn/river,Les erreurs de balance sur les streets tardives coûtent cher. Comment équilibrer tes ranges de turn et river — value et bluffs dans les bonnes proportions — pour rester solide jusqu'à l'abattage.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L09.webp
130,7,10,Solver : principes & lecture,"Les solvers calculent des stratégies d'équilibre que l'humain ne peut pas déduire seul. Comment lire une solution de solver, interpréter les fréquences mixtes et en extraire des principes applicables en jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L10.webp
131,7,11,Bluffs équilibrés,"Le bon bluff n'est pas courageux — il est proportionné. Comment sélectionner tes bluffs en fonction du ratio value/bluff optimal selon le sizing choisi, pour un jeu impossible à exploiter.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L11.webp
132,7,12,Mains marginales,"Les mains moyennes sont les plus difficiles à jouer. Comment gérer les top pair faible, les deuxièmes paires et les overpairs dans des boards compliqués — la gestion des mains marginales est souvent ce qui sépare les niveaux.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L12.webp
133,7,13,Reverse implied odds,Certaines mains semblent bonnes mais perdent gros quand l'adversaire a mieux. Les reverse implied odds mesurent ce risque caché — apprends à identifier les situations où appeler semble attractif mais est en réalité coûteux.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L13.webp
134,7,14,Metagame online,"Le metagame, c'est le jeu au-dessus du jeu. Image de table construite sur les sessions précédentes, exploitation des perceptions adverses, ajustements dynamiques — comment penser au-delà de la main actuelle.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L14.webp
135,7,15,GTO Wizard / Pio solver,"Les deux outils de référence pour l'étude GTO. Comment les configurer, lancer des simulations, interpréter les outputs et construire un workflow d'étude efficace autour de ces solvers.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L15.webp
136,7,16,Cas pratiques solver,"La théorie ne suffit pas — il faut la confronter à des situations réelles. Analyse de spots concrets avec le solver : que recommande-t-il, pourquoi, et comment en extraire un principe généralisable.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L16.webp
137,7,17,Théorie du jeu en heads-up,"Le HU amplifie chaque déséquilibre. Dynamiques de position exacerbées, adaptation rapide au profil adverse, gestion du momentum — les spécificités stratégiques du jeu en tête-à-tête.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L17.webp
138,7,18,Exploitation avancée des regs,"Contre les joueurs réguliers, les exploitations subtiles font la différence. Comment identifier les tendances récurrentes des regs et construire des lignes ciblées pour extraire de l'EV sur le long terme.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L18.webp
139,7,19,Adaptation dynamique,"Le meilleur jeu s'adapte en temps réel. Comment lire les changements de dynamique de table, ajuster tes ranges en cours de tournoi et rester un cran d'avance sur tes adversaires les plus attentifs.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L19.webp
140,7,20,Bilan module 7,"Tu as atteint le niveau le plus avancé de la stratégie. Fais le point sur les concepts GTO et exploitants, identifie tes zones de travail prioritaires et prépare-toi à aborder le mental pro du module suivant.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M7-L20.webp
141,8,1,Comprendre le tilt,Le tilt est une réaction émotionnelle qui dégrade la qualité des décisions. Comprends ses mécanismes neurologiques et psychologiques pour mieux le reconnaître et l'anticiper avant qu'il coûte cher.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L01.webp
142,8,2,Patience & détachement,Le poker récompense ceux qui attendent le bon spot. Développer la patience active et le détachement émotionnel face aux résultats — deux qualités qui séparent les joueurs durables des joueurs volatils.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L02.webp
143,8,3,Routine pré-session,"Ce que tu fais avant de jouer conditionne comment tu joues. Une routine pré-session efficace prépare le mental, réduit les biais émotionnels et installe les conditions d'un jeu lucide dès la première main.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L03.webp
144,8,4,Routine post-session,"La session se termine, le travail mental continue. Comment décompresser, documenter ses émotions, identifier ce qui a perturbé le jeu et repartir sur une base saine pour la prochaine session.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L04.webp
145,8,5,Gestion de la défaite,"Perdre fait partie du jeu — mais tout le monde ne perd pas de la même façon. Comment traiter une mauvaise session, un bad beat ou un downswing prolongé sans laisser la défaite contaminer les décisions futures.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L05.webp
146,8,6,Concentration & flow,"Le flow est cet état de concentration totale où chaque décision semble évidente. Comment créer les conditions pour l'atteindre, le maintenir en session et le retrouver après une interruption.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L06.webp
147,8,7,Confiance & motivation,"La confiance en soi au poker se construit et s'entretient. Comment maintenir la motivation sur le long terme, traverser les périodes creuses sans douter de son jeu et cultiver une confiance ancrée dans le travail.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L07.webp
148,8,8,Équilibre vie/poker,"Le poker peut tout envahir si on n'y fait pas attention. Comment maintenir un équilibre sain entre le jeu, la vie personnelle et les autres activités — pour durer sans se consumer.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L08.webp
149,8,9,Discipline & constance,Les meilleurs joueurs ne sont pas les plus talentueux — ce sont les plus constants. Comment construire des habitudes de discipline qui s'appliquent même quand la motivation n'est pas au rendez-vous.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L09.webp
150,8,10,Sommeil & récupération,"La qualité de tes décisions dépend directement de ton état de récupération. L'impact du sommeil sur les biais cognitifs, la prise de risque et le tilt — et comment en faire une priorité dans ta routine de joueur.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L10.webp
151,8,11,Gestion du stress,"La pression de la bulle, du final table, du bankroll serré — le stress au poker est réel. Les techniques concrètes pour gérer les pics de stress en jeu sans que ça affecte la qualité de tes décisions.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L11.webp
152,8,12,Habitudes des pros,"Ce que les meilleurs font différemment — pas seulement à la table. Les routines, pratiques et habitudes mentales des joueurs professionnels qui leur permettent de performer sur le long terme.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L12.webp
153,8,13,Suivi émotionnel,Tenir un journal émotionnel de ses sessions permet de repérer les patterns. Comment documenter son état mental avant et après le jeu pour identifier les déclencheurs de tilt et ajuster sa routine en conséquence.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L13.webp
154,8,14,Motivation long terme,La motivation de court terme s'épuise. Comment construire une motivation durable ancrée dans des valeurs et des objectifs profonds — la différence entre jouer par envie et jouer par compulsion.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L14.webp
155,8,15,Travail d’introspection,"Se connaître soi-même est un edge au poker. Identifier ses biais, ses peurs, ses patterns émotionnels — le travail d'introspection qui permet de jouer de façon plus lucide et plus honnête.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L15.webp
156,8,16,Santé physique du grinder,"Le corps et l'esprit sont liés. Activité physique, alimentation, hydratation — les bases physiologiques qui soutiennent la performance cognitive et la résistance au stress lors des longues sessions.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L16.webp
157,8,17,Dépendance & vigilance,"Le poker peut devenir addictif. Reconnaître les signes d'une relation problématique avec le jeu, savoir quand lever le pied et où trouver de l'aide si nécessaire — un module lucide et essentiel.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L17.webp
158,8,18,Confiance pendant le run,"Un run positif peut paradoxalement nuire au jeu : sur-confiance, prises de risques injustifiées, relâchement. Comment rester ancré et discipliné même quand tout semble facile.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L18.webp
159,8,19,Gestion de l’échec public,"Bustout en direct, mauvaise image sur les forums, critiques — l'échec public est une réalité du poker de compétition. Comment le traverser avec recul, sans laisser le regard des autres déstabiliser ton jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L19.webp
160,8,20,Bilan module 8,"Le mental pro est en place. Reviens sur les outils acquis dans ce module, évalue ta maturité émotionnelle actuelle et prépare-toi à aborder l'étude et l'analyse du module 9.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M8-L20.webp
161,9,1,Pourquoi review ses mains,La review de mains est l'outil d'amélioration le plus puissant du poker. Comprends pourquoi analyser ses sessions — plutôt que juste jouer plus — est ce qui fait réellement progresser sur le long terme.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L01.webp
162,9,2,Méthode de review efficace,"Une bonne review ne consiste pas à rejouer la main pour se donner raison. Méthode structurée pour analyser ses décisions : identifier l'erreur, comprendre pourquoi, formuler la correction.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L02.webp
163,9,3,Structurer une session de travail,"L'étude off-table doit être aussi rigoureuse que le jeu. Comment planifier une session d'étude productive : durée, objectifs, outils, focus — les bases d'une routine d'apprentissage efficace.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L03.webp
164,9,4,Utiliser un tracker (bases),"HM3, PT4, GG Poker stats — les trackers enregistrent tout. Comment configurer son tracker, importer ses mains et lire les premières statistiques pour avoir une vision objective de son jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L04.webp
165,9,5,Statistiques avancées (HUD),"Au-delà du VPIP/PFR : stats de squeeze, 3-bet par position, CBet par texture, fold to turn bet. Comment construire un HUD avancé qui révèle les failles adverses avec précision.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L05.webp
166,9,6,Identifier ses leaks majeurs,"Un leak, c'est une erreur systématique qui coûte de l'EV en silence. Comment utiliser son tracker et sa review de mains pour localiser ses pertes les plus importantes et prioriser les corrections.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L06.webp
167,9,7,Analyse de bases de données (Database review),"Avec suffisamment de mains, les patterns émergent. Comment analyser sa base de données globale pour identifier les positions déficitaires, les formats difficiles et les zones de fuite récurrentes.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L07.webp
168,9,8,"Suivi de performance : EV, ROI, BB/100","Les bonnes métriques racontent une histoire. Comment suivre son EV ajustée, son ROI par format et son BB/100 pour distinguer la variance du vrai niveau de jeu — et monitorer sa progression.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L08.webp
169,9,9,Créer un plan d’étude sur mesure,"Un plan d'étude générique n'est pas efficace. Comment construire un programme personnalisé basé sur ses leaks identifiés, ses objectifs de limite et son temps disponible pour progresser de façon ciblée.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L09.webp
170,9,10,Travailler avec des solvers,"Les solvers ne remplacent pas le jugement — ils l'affinent. Comment intégrer le travail au solver dans sa routine d'étude : spots à analyser, comment lire les outputs et en extraire des principes généralisables.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L10.webp
171,9,11,Interpréter les solutions GTO,"Une solution GTO affiche des fréquences mixtes complexes. Comment lire une solve, comprendre pourquoi certaines mains checkent ou misent à différentes fréquences et en extraire des règles simples applicables en jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L11.webp
172,9,12,Créer ses propres ranges,"Les ranges pré-construites sont un point de départ. Comment construire ses propres ranges préflop et postflop adaptées à son format, son niveau et les tendances de sa population adverse.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L12.webp
173,9,13,Travailler son jeu postflop hors-table,"Le postflop se travaille loin de la table. Analyse de spots en Equilab, simulations en solver, revue de mains avec un partenaire — comment développer ses réflexes postflop sans être en train de jouer.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L13.webp
174,9,14,Travail collectif : study group,"Étudier en groupe multiplie les perspectives et accélère la progression. Comment trouver de bons partenaires d'étude, structurer des sessions de revue collective et créer une dynamique d'amélioration mutuelle.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L14.webp
175,9,15,Participer à une communauté,"Les forums, serveurs Discord, groupes de coaching — les communautés poker sont des accélérateurs de progression. Comment en tirer le meilleur sans se noyer dans les opinions contradictoires.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L15.webp
176,9,16,Préparer un coaching individuel,"Un coaching bien préparé vaut dix mal préparés. Comment sélectionner les spots à soumettre, formuler ses questions, et tirer le maximum d'une session avec un coach ou un joueur plus expérimenté.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L16.webp
177,9,17,Suivi mensuel de progression,"La progression ne se mesure pas session par session. Comment faire un bilan mensuel de ses stats, de ses objectifs d'étude et de son niveau de jeu pour maintenir un cap à long terme.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L17.webp
178,9,18,Optimiser son environnement d’apprentissage,"L'espace dans lequel tu études conditionne la qualité de ton apprentissage. Outils, organisation, concentration, élimination des distractions — construis un environnement qui favorise la progression.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L18.webp
179,9,19,Structurer sa mémoire de jeu,"Les concepts doivent devenir des réflexes. Comment ancrer durablement les connaissances acquises : répétition espacée, fiches de synthèse, révision active — les techniques d'apprentissage qui transforment la théorie en instinct.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L19.webp
180,9,20,Bilan module 9,"Ton système d'étude est en place. Fais le point sur tes habitudes de travail, évalue l'efficacité de ta routine d'analyse et prépare-toi à aborder le dernier module : la professionnalisation.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M9-L20.webp
181,10,1,Monter de limite progressivement,"La montée en limite doit être méritée, pas précipitée. Les critères concrets pour savoir quand tu es prêt à monter — winrate, bankroll, stabilité mentale — et comment aborder un nouveau niveau sans brûler les étapes.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L01.webp
182,10,2,Gestion de bankroll avancée,"Au-delà des règles de base : gestion en cas de multiples formats, allocation entre cash et tournois, discipline lors des downswings prolongés. La bankroll management avancée pour les joueurs sérieux.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L02.webp
183,10,3,Construire une carrière poker,"Jouer pro, c'est plus que bien jouer. Définir ses objectifs, choisir ses formats de prédilection, construire une progression cohérente — les piliers d'une carrière poker qui dure.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L03.webp
184,10,4,Comprendre la fiscalité du joueur online,"Les gains poker sont-ils imposables ? En France et en Europe, les règles varient selon le statut. Un tour d'horizon de la fiscalité applicable aux joueurs online — pour jouer en règle et sans mauvaises surprises.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L04.webp
185,10,5,Organisation quotidienne du grinder,"Un grinder professionnel structure ses journées comme un athlète. Planning de sessions, temps d'étude, récupération — l'organisation quotidienne qui permet de performer sans s'épuiser.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L05.webp
186,10,6,Suivi financier et administratif,"Tenir sa comptabilité de joueur : suivi des résultats, des dépenses, des buy-ins — les outils et habitudes pour avoir une vision claire de sa rentabilité réelle et gérer ses finances de façon professionnelle.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L06.webp
187,10,7,Hygiène de vie professionnelle,"La performance au poker passe par le corps. Les habitudes de vie — sommeil, alimentation, sport, pauses — qui permettent de rester au sommet de ses capacités cognitives sur le long terme.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L07.webp
188,10,8,Créer un réseau dans le poker,"Le poker est aussi une affaire de connexions. Comment construire un réseau de joueurs, de coachs et de partenaires qui enrichit ton jeu, ouvre des opportunités et renforce ton développement.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L08.webp
189,10,9,Éthique et intégrité,"La réputation se construit lentement et se détruit vite. Jeu honnête, comportement à la table, relations avec la communauté — pourquoi l'intégrité est un avantage stratégique autant qu'une valeur.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L09.webp
190,10,10,Image et réputation online,"Ton pseudo te précède. Comment construire une image de joueur respecté, gérer les bad beats publics avec classe et maintenir une réputation qui ouvre des portes dans la communauté.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L10.webp
